id,name,age,profession,experience,riskTolerance,tradingStrategy,decisionModel,fraudulent
00d71349-8982-49c1-ace2-85967923bcdc,Charlie,28,full_time_trader,intermediate,0.88457461193581,value_investing,fundamental_analysis,false
0f293ac5-e7eb-44ea-beb8-3934a3fded63,Casey,55,full_time_trader,expert,0.7940752455641138,momentum_trading,fundamental_analysis,false
151bf814-ee7b-40fc-bc25-98316a0f6b8a,Jude,52,full_time_trader,expert,0.7674884478045636,value_investing,social_influence,false
170b8cb1-f7a1-4775-b2f3-2a7037596b7d,Cameron,32,full_time_trader,experienced,0.670098004395471,momentum_trading,social_influence,false
18005e62-316c-44b4-8af8-f493f47417a6,Zion,48,full_time_trader,expert,0.447219442200271,value_investing,fundamental_analysis,false
1a24cdfd-0c67-4dbd-b9fe-80ab993d2471,Robin,26,full_time_trader,novice,0.79415587974072,rug_pull,contrarian,true
1a8e1146-b21d-4982-9e5d-b8d896d1354a,Rowan,63,full_time_trader,expert,0.633799950805152,swing_trading,rational_economic,false
1e41bb46-5ca6-46cd-8472-a82d894ba1c0,Cameron,43,full_time_trader,experienced,0.6383110841620931,swing_trading,rational_economic,false
21463040-9258-44de-92e1-4a9efba171b2,Skyler,49,full_time_trader,expert,0.7562338255667646,swing_trading,rational_economic,false
23a57756-4994-46cf-869c-bfd9b7db1c6a,Reagan,43,full_time_trader,expert,0.7195028582447711,rug_pull,fundamental_analysis,true
2557d610-1cb3-4830-b7ba-3a3cf4a06975,Kennedy,32,full_time_trader,experienced,0.5737720059912661,arbitrage,behavioral_finance,false
2cbfdc6d-9ef9-49cc-ad27-2f63efde4729,Reese,32,full_time_trader,experienced,0.7084062048030912,arbitrage,follower,false
2d64f519-b55e-4c60-ab75-b6209617f08e,Finley,49,full_time_trader,expert,0.5995719616298033,swing_trading,technical_analysis,false
2fdbb611-55ff-405b-ba00-9e8f3c41eb21,Casey,56,full_time_trader,expert,0.9893139684950968,swing_trading,contrarian,false
3002c2f1-450d-4aa0-a2b3-e3aab7eb786a,Sage,28,full_time_trader,intermediate,0.750032340603408,momentum_trading,rational_economic,false
30833bda-a67a-4966-b055-8ae09797a9e0,Casey,30,full_time_trader,intermediate,0.958003095681934,swing_trading,contrarian,false
33e748b6-8765-46be-b992-c44e0fe9e54e,Casey,54,full_time_trader,expert,0.6543335550889613,value_investing,contrarian,false
3626fb1e-dc41-460a-9ead-d51e23c74d65,Taylor,31,full_time_trader,experienced,0.6751373390647827,day_trading,fundamental_analysis,false
36d72767-fb04-4d70-b8eb-36048add4535,Dakota,49,full_time_trader,expert,0.7695794564421448,arbitrage,follower,false
3a0ee82c-da0f-4900-8237-91ff93e52119,Jaden,42,full_time_trader,expert,0.826274825200894,arbitrage,social_influence,false
3b03e8e4-bcdc-4b89-b5bc-27216679a881,Blair,62,full_time_trader,expert,0.7595637885922591,value_investing,behavioral_finance,false
3c50840b-8224-42ba-abe0-5fcbb89d0c24,Ellis,40,full_time_trader,expert,0.641036863216868,swing_trading,fundamental_analysis,false
404d570a-880f-433c-a161-a2faff9e77cc,Kai,44,full_time_trader,expert,0.9172245382367732,value_investing,behavioral_finance,false
41647225-1a0a-4c12-b648-13f0d98a034d,Emerson,29,full_time_trader,experienced,0.6660408232628119,swing_trading,rational_economic,false
41fa8916-ee77-4f1c-b874-e223439d845b,Sydney,26,full_time_trader,intermediate,0.9047514142267499,value_investing,social_influence,false
4215c90b-3204-4965-b0fc-a9124d393b0e,Nico,51,full_time_trader,expert,0.8051903258358413,value_investing,social_influence,false
42d88c13-e2f1-48d9-bb9f-56329615cd46,Remy,41,full_time_trader,experienced,0.6851310182477403,value_investing,contrarian,false
433619cd-8e99-40bc-b0a7-667599835c19,Jude,62,full_time_trader,expert,0.7047977102687971,momentum_trading,technical_analysis,false
4567a20f-02dc-4610-9625-8c53e8ff9c3b,Sage,51,full_time_trader,expert,0.5756069215976192,value_investing,rational_economic,false
4e39bbb5-52c1-40fd-be8f-6d8686268791,Sage,25,full_time_trader,intermediate,0.8148202404296021,momentum_trading,behavioral_finance,false
4fd2d31a-881a-485c-9ba9-8de1b8dc9bea,Harper,41,full_time_trader,experienced,0.8438485328910936,value_investing,rational_economic,false
513a12b9-231a-43a1-a755-bd55de36298d,Quinn,36,full_time_trader,experienced,0.7973063863927099,momentum_trading,rational_economic,false
52fddb64-2b5d-449d-bffe-eab95473cc74,Bailey,48,full_time_trader,expert,0.7536472176307278,value_investing,contrarian,false
5a005d3d-5349-4259-b36f-8e1535b2a34d,Morgan,25,full_time_trader,novice,0.6139278696800585,momentum_trading,fundamental_analysis,false
5a114fb7-9466-4c60-a299-3d33ed4a309d,Nico,56,full_time_trader,expert,0.651740226436807,arbitrage,behavioral_finance,false
5c6b4a21-e437-44d6-be5f-d7f610e14fae,Spencer,25,full_time_trader,intermediate,0.979663282231435,arbitrage,rational_economic,false
5cd4f01e-99db-43d1-9d1c-5f879192db4f,Ellis,56,full_time_trader,expert,0.5808514023735977,arbitrage,follower,false
6122eef4-ae3e-478b-bf60-facf385e36af,Ellis,37,full_time_trader,experienced,0.6824571363834541,day_trading,social_influence,false
62205c4c-ac0d-47a2-9aec-0058566b9ba5,Spencer,44,full_time_trader,expert,0.940107048805336,swing_trading,rational_economic,false
62a7e7d6-fe74-43b5-ba63-9ab376f1961b,River,55,full_time_trader,expert,0.42849945531439687,day_trading,contrarian,false
63e7e3de-2224-4fa1-9d48-1decf6f48f9f,Ellis,43,full_time_trader,experienced,0.5922808118021073,arbitrage,behavioral_finance,false
642c5922-e347-43b3-b683-2c7941dd6fb3,Ellis,25,full_time_trader,intermediate,0.8574398246907042,arbitrage,social_influence,false
679b34f8-fb3d-416b-92f0-502d5a9d04ac,Charlie,64,full_time_trader,expert,0.5031955661057094,momentum_trading,social_influence,false
67b2dc6c-f02c-4173-8523-1dd4e211a05d,Emerson,64,full_time_trader,expert,0.7352638472099498,momentum_trading,technical_analysis,false
68e55c1f-b441-41de-8ac2-34720ece16b2,Hayley,46,full_time_trader,expert,0.7593688006314165,momentum_trading,social_influence,false
69c99136-214a-4343-9ff7-a3b2c204d7fb,Phoenix,37,full_time_trader,expert,0.6376129589913835,swing_trading,fundamental_analysis,false
6d96384d-5f43-4b97-8174-84b643c5cc11,Blake,46,full_time_trader,expert,0.6237946928055396,day_trading,technical_analysis,false
701dcbcc-c52a-41c6-86aa-66f71da107e3,Blair,55,full_time_trader,expert,0.8076139621491497,value_investing,social_influence,false
7038e101-14a5-417a-8b88-046eeeb323f3,Hayley,46,full_time_trader,expert,0.8341874255803688,day_trading,social_influence,false
7232a3cf-6427-4277-bccd-e459fee22c70,Spencer,53,full_time_trader,expert,0.7554109938690502,momentum_trading,behavioral_finance,false
7463d4c6-93a9-4cef-abed-63677acf3002,Marley,38,full_time_trader,expert,0.729646191786388,value_investing,fundamental_analysis,false
75edaf10-ccec-4417-9734-67038d62c80a,Blair,64,full_time_trader,expert,0.6257875956751375,swing_trading,follower,false
7d5a4b52-1072-45b4-829a-e62327527bbf,Phoenix,52,full_time_trader,expert,0.7116626714207207,arbitrage,follower,false
7d6a14ad-f4f4-4ef0-ab87-548bbdaefbc4,Reagan,54,full_time_trader,expert,0.8621296636513035,value_investing,behavioral_finance,false
81d522a3-afec-4d19-bc6b-b450ab98cf7c,Rowan,48,full_time_trader,expert,0.7539748066684733,day_trading,technical_analysis,false
826929b4-ea57-441b-a765-250c958b4071,Zion,56,full_time_trader,expert,0.9706820383706191,momentum_trading,contrarian,false
84b4e089-24c7-4400-8593-759b52434115,Phoenix,27,full_time_trader,intermediate,0.7570516532495986,day_trading,rational_economic,false
866f8284-4b39-47ee-90f2-d35164b4d7f6,Marley,64,full_time_trader,expert,0.6883411248375664,swing_trading,technical_analysis,false
90d86b77-de98-4c22-bdce-96aa24fdbee6,Charlie,42,full_time_trader,expert,0.9440633051221861,momentum_trading,social_influence,false
93d13b30-0709-4bd5-95a6-7db635531e69,River,46,full_time_trader,expert,0.8616967137445775,momentum_trading,follower,false
9530c376-b3e8-4ed7-8dcb-a5df21190a77,Robin,34,full_time_trader,experienced,0.670870200506849,momentum_trading,follower,false
957d04d6-8af2-4112-be5e-f1dd82c26802,Skyler,26,full_time_trader,novice,0.9342430435045903,momentum_trading,behavioral_finance,false
9b854187-fc6e-4af1-86b2-91a4e9b3b01e,Blair,27,full_time_trader,intermediate,0.8468027428374608,momentum_trading,contrarian,false
a0263cca-2b67-42fd-a514-77e88ced2039,Quinn,31,full_time_trader,intermediate,0.6615435491150038,momentum_trading,contrarian,false
a18f888c-1224-4ec3-8ad0-58afe4ef7aab,Harley,37,full_time_trader,experienced,0.6103477321577983,momentum_trading,fundamental_analysis,false
a1e9aa66-cb35-4583-af92-2d053242f10d,Marley,30,full_time_trader,experienced,0.7615525548362263,pump_and_dump,follower,true
a34d28ce-8c88-4671-99aa-088f20868c89,Mason,61,full_time_trader,expert,0.684286726673599,value_investing,fundamental_analysis,false
a772220b-b142-4641-be83-44e18a16fdb3,Ashton,36,full_time_trader,experienced,0.566447318277536,arbitrage,fundamental_analysis,false
a8ab4aa6-0c9e-4528-b7d0-4f35622ec679,Cameron,34,full_time_trader,expert,0.5872421771504044,arbitrage,social_influence,false
a95faa9d-4369-4818-9105-1809bb79df79,Harper,26,full_time_trader,novice,0.9713723818050668,value_investing,behavioral_finance,false
ae409be0-78ad-4e55-a14e-dd30dc3257fc,Ellis,34,full_time_trader,experienced,0.6461535538251906,arbitrage,follower,false
b912c9a9-f009-4342-8982-dd4a03eaf865,Jaden,62,full_time_trader,expert,0.8479800019756908,value_investing,behavioral_finance,false
bdd386af-d86d-48e1-9dee-856704cebb42,Taylor,45,full_time_trader,expert,0.5938832439801817,arbitrage,rational_economic,false
c25df4aa-d107-4f05-b9ed-f96d9b71bbf3,Jordan,44,full_time_trader,expert,0.8392789199120024,arbitrage,technical_analysis,false
c76e8529-e979-4a69-a855-597862d72efa,Nico,43,full_time_trader,expert,0.7041559848610122,momentum_trading,rational_economic,false
cc4d5ce0-453a-49cb-9378-b320d9387fa7,Jordan,52,full_time_trader,expert,0.7652572511728726,arbitrage,contrarian,false
ce5b9bc2-8ecf-4dd4-a69b-97bcc3f3f00d,Riley,41,full_time_trader,expert,0.5748631938349036,arbitrage,technical_analysis,false
cfdd802b-c030-44cf-a261-9ecf52a1511d,Aspen,61,full_time_trader,expert,0.683556840994971,day_trading,technical_analysis,false
d26a282a-de27-49da-b03b-8aa5d944519a,Cameron,57,full_time_trader,expert,0.6322098449880755,day_trading,technical_analysis,false
d3c8dbb3-a931-403c-bef2-a2fc56a8a01e,Remy,54,full_time_trader,expert,0.6072737707393774,value_investing,social_influence,false
d45752e8-5daf-453e-a76e-0303a38039b2,Harper,53,full_time_trader,expert,0.7438325259690252,day_trading,follower,false
d7335abf-3278-43fd-984c-f3aa29baa59b,Kai,26,full_time_trader,novice,0.7105929289695683,arbitrage,follower,false
d7931062-6df2-4632-b224-4e947d1bd8f4,Sam,35,full_time_trader,expert,0.7255505155933392,arbitrage,fundamental_analysis,false
da6f8684-c673-42a7-9076-aa826e38aa44,Reagan,43,full_time_trader,experienced,0.7693048365047039,swing_trading,fundamental_analysis,false
dc253bb0-2acd-4035-8bc6-a48b44750768,Reese,57,full_time_trader,expert,0.839221132480614,momentum_trading,social_influence,false
dcb33862-daab-4c83-b806-4b69ed7b425b,Hayden,43,full_time_trader,expert,0.5680026098996455,value_investing,contrarian,false
dd519c57-238e-4667-9ef5-d9a2a0879d8c,Harper,42,full_time_trader,experienced,0.7952345280013677,swing_trading,contrarian,false
e13042c2-d523-4911-9a6c-ea4a2a7c4363,Hayley,37,full_time_trader,expert,0.6339533106174576,swing_trading,follower,false
e146bf82-6445-4d04-84dd-41b7b8158541,Reese,49,full_time_trader,expert,0.8261169857230934,value_investing,follower,false
e207e9f7-6457-4b7b-a171-9090d08e3231,Remy,35,full_time_trader,expert,0.4148633907318543,value_investing,contrarian,false
e4c10e96-b5dc-4670-8668-31ded9860091,Kennedy,49,full_time_trader,experienced,0.7534310174527443,value_investing,social_influence,false
e692f9c4-3300-4a99-a4a0-ec0a207cd087,Elliot,30,full_time_trader,intermediate,0.694855136136115,day_trading,contrarian,false
e7eb812a-cf3a-435b-b5c5-a5b13b277b14,Mason,52,full_time_trader,expert,0.7964461464410589,day_trading,technical_analysis,false
e880fdc2-0dae-4c22-b0db-cf6b0849c44c,Morgan,57,full_time_trader,expert,0.5757597645233485,arbitrage,behavioral_finance,false
ea039686-ed68-46c1-9865-5df0f1b77e4c,Parker,41,full_time_trader,expert,0.6872430190007177,rug_pull,follower,true
ed5a7f67-3242-46fe-ba6a-c3580ab338a4,Robin,52,full_time_trader,expert,0.6599720663607078,value_investing,follower,false
ee4738a3-3e33-4bbe-99f8-65dec6b650a4,Ellis,62,full_time_trader,expert,0.7785058265663527,value_investing,social_influence,false
ee679124-18a7-45cb-8ee3-946387ab3619,Blake,47,full_time_trader,expert,0.9704319822062288,day_trading,behavioral_finance,false
ef1e6498-0237-47f6-8e92-27df3a1e9365,Quinn,58,full_time_trader,expert,0.8105365038745393,arbitrage,behavioral_finance,false
f5f21598-2651-4a0b-ba08-37cbdfff581d,Emerson,48,full_time_trader,expert,0.8345344445026563,swing_trading,follower,false
f7881387-1fae-487e-b66d-95d1a5e04ef9,Aspen,53,full_time_trader,expert,0.9299118588009184,swing_trading,technical_analysis,false
f7ed46ec-0f8e-4cb5-ab2f-f286b966827e,River,43,full_time_trader,expert,0.9212045112143631,arbitrage,contrarian,false
f991edb4-7c57-46ae-acab-d7ada0c6731d,Phoenix,50,full_time_trader,expert,0.7851527144941105,value_investing,follower,false
